1,14,2
3,14,3
4,14,3
5,14,4
6,16,4
7,15,4
8,14,2
10,12,-2
11,8,-3
12,9,-3
13,9,-4
14,8,-3
15,8,-3
16,8,-4
17,7,-5
21,4,-4
22,4,-5
23,6,-2
24,5,-5
25,6,-5
26,4,-3
27,6,-2
28,7,-1
29,5,-1
30,4,-2
