1,7,-1
2,7,0
3,8,0
4,10,1
5,8,2
6,12,8
7,11,6
8,15,7
9,13,7
10,13,6
11,14,5
12,13,7
13,12,6
14,5,-4
15,-1,-8
16,1,-3
17,2,-2
18,2,2
19,7,2
20,12,6
21,8,-1
22,6,-1
23,4,-4
24,2,-3
25,1,-3
26,0,-2
27,3,-1
28,4,1
29,2,1
30,3,1
31,11,-1
