1,26,11
2,23,15
3,24,11
4,27,11
5,28,12
6,28,12
7,31,14
8,29,14
9,20,11
10,26,14
11,21,13
12,22,10
13,19,10
14,15,11
15,25,13
16,25,15
17,14,6
18,17,11
19,18,8
20,19,10
21,20,8
23,21,12
24,21,12
25,24,13
26,26,9
27,19,7
28,20,8
29,17,9
30,14,9
