1,30,16
2,32,18
3,32,20
4,32,15
5,27,15
6,33,18
7,32,18
8,32,18
9,31,18
10,32,18
11,32,18
12,32,20
13,32,19
14,33,20
15,31,17
16,28,16
17,22,12
18,25,14
19,25,11
20,24,10
21,23,11
22,26,14
23,20,12
24,23,12
25,26,13
26,27,15
27,28,16
28,26,15
29,28,15
30,30,16
