1,7,1
2,6,4
3,7,3
4,7,2
5,9,6
6,11,4
7,10,2
8,12,5
9,11,6
10,14,5
11,17,9
12,16,8
13,16,7
14,17,8
15,20,8
16,19,7
17,20,8
18,24,11
19,22,8
20,23,9
21,21,8
22,22,9
23,21,11
24,23,11
25,25,14
26,26,14
27,24,14
28,23,13
29,26,15
30,28,15
